filename,width,height,class,xmin,ymin,xmax,ymax
547.png,1920,1080,basket,1009,359,1086,460
548.png,400,289,player,231,123,309,236
548.png,400,289,player,81,38,156,129
548.png,400,289,player,300,48,345,141
548.png,400,289,player,39,10,84,103
548.png,400,289,player,178,5,223,98
548.png,400,289,player,352,32,397,125
548.png,400,289,b_ball,202,166,217,191
548.png,400,289,referee,127,163,203,254
549.png,2000,1431,referee,84,11,1070,1431
549.png,2000,1431,player,1113,756,1441,1399
550.png,1024,576,face,441,12,557,194
550.png,1024,576,player,267,18,778,571
551.png,600,900,basket,25,33,228,290
552.png,800,1200,basket,297,388,418,538
553.png,540,304,face,175,16,216,65
553.png,540,304,face,257,6,298,55
553.png,540,304,b_ball,78,80,131,138
553.png,540,304,player,143,12,259,292
553.png,540,304,player,258,9,402,304
554.png,1280,720,player,75,346,153,545
554.png,1280,720,player,346,313,405,492
554.png,1280,720,player,645,246,714,399
554.png,1280,720,player,649,363,727,562
554.png,1280,720,player,555,326,633,525
554.png,1280,720,player,448,335,526,534
554.png,1280,720,referee,287,405,348,589
554.png,1280,720,referee,911,241,972,425
554.png,1280,720,basket,785,187,841,260
555.png,560,364,face,166,59,208,117
555.png,560,364,face,299,87,335,131
555.png,560,364,face,354,71,384,113
555.png,560,364,player,36,32,230,318
555.png,560,364,player,292,68,431,352
556.png,1280,720,face,638,232,744,341
556.png,1280,720,player,309,316,484,720
556.png,1280,720,player,563,74,790,720
556.png,1280,720,player,852,549,977,715
556.png,1280,720,face,1134,536,1242,649
556.png,1280,720,b_ball,521,1,657,95
556.png,1280,720,basket,396,86,539,294
557.png,612,398,player,403,198,451,321
557.png,612,398,player,359,247,392,315
557.png,612,398,player,462,195,510,318
557.png,612,398,player,244,176,280,279
557.png,612,398,player,211,177,247,280
557.png,612,398,b_ball,243,160,265,178
557.png,612,398,basket,203,156,226,176
558.png,736,485,player,57,106,181,485
558.png,736,485,player,322,86,429,455
558.png,736,485,player,500,114,736,485
558.png,736,485,b_ball,286,1,359,67
558.png,736,485,basket,71,152,111,199
559.png,1280,943,face,366,19,481,168
559.png,1280,943,referee,251,55,539,500
559.png,1280,943,player,508,10,857,943
559.png,1280,943,player,802,1,1151,932
559.png,1280,943,face,632,51,760,236
559.png,1280,943,face,832,23,960,208
559.png,1280,943,b_ball,312,468,466,622
560.png,899,674,player,122,257,294,490
560.png,899,674,player,711,290,828,516
560.png,899,674,player,464,311,581,537
560.png,899,674,player,361,329,478,595
560.png,899,674,player,317,128,408,434
560.png,899,674,player,424,123,505,267
560.png,899,674,face,180,260,213,303
560.png,899,674,face,453,162,486,205
560.png,899,674,face,720,291,753,334
560.png,899,674,b_ball,314,44,378,123
561.png,1280,720,player,710,150,817,410
561.png,1280,720,player,837,169,970,526
561.png,1280,720,player,1099,121,1232,478
561.png,1280,720,player,300,141,441,583
561.png,1280,720,face,369,156,413,210
561.png,1280,720,face,299,146,343,200
561.png,1280,720,face,745,155,789,209
561.png,1280,720,face,867,180,911,234
561.png,1280,720,face,1140,146,1184,200
562.png,612,407,b_ball,198,129,403,315
562.png,612,407,referee,2,3,230,407
564.png,1300,866,face,133,79,297,262
564.png,1300,866,face,302,25,466,208
564.png,1300,866,face,515,6,679,189
564.png,1300,866,face,739,33,903,216
564.png,1300,866,face,905,24,1069,207
564.png,1300,866,face,1047,28,1211,211
564.png,1300,866,player,12,71,227,856
564.png,1300,866,player,268,34,483,819
564.png,1300,866,player,462,1,677,785
564.png,1300,866,player,680,29,895,814
564.png,1300,866,player,893,25,1108,810
564.png,1300,866,player,1051,17,1300,866
564.png,1300,866,b_ball,669,338,816,468
565.png,612,612,b_ball,19,18,594,584
566.png,784,441,player,196,9,514,441
566.png,784,441,face,354,24,464,123
566.png,784,441,face,485,157,541,237
566.png,784,441,b_ball,409,178,517,287
567.png,1300,1065,player,39,621,90,699
568.png,1200,800,basket,354,68,507,227
568.png,1200,800,player,93,481,207,798
568.png,1200,800,player,404,483,518,800
568.png,1200,800,player,1038,446,1152,763
568.png,1200,800,player,718,219,934,791
568.png,1200,800,player,538,408,755,800
568.png,1200,800,face,143,497,195,554
568.png,1200,800,face,440,481,492,538
568.png,1200,800,face,656,432,708,489
568.png,1200,800,face,1042,475,1094,532
568.png,1200,800,face,1040,473,1092,530
569.png,800,531,player,198,71,394,529
569.png,800,531,player,585,45,781,503
569.png,800,531,player,384,89,560,531
569.png,800,531,player,420,10,562,138
569.png,800,531,face,320,91,393,165
569.png,800,531,face,582,66,655,140
569.png,800,531,face,400,94,473,168
569.png,800,531,face,445,7,518,81
569.png,800,531,b_ball,248,215,315,273
570.png,2000,2000,b_ball,159,71,1898,1880
571.png,660,825,b_ball,30,571,137,670
571.png,660,825,player,170,128,439,729
571.png,660,825,player,484,78,660,816
571.png,660,825,face,254,169,350,289
572.png,1280,720,basket,393,156,449,201
572.png,1280,720,b_ball,765,168,847,258
572.png,1280,720,player,374,233,538,493
572.png,1280,720,player,504,90,791,586
572.png,1280,720,face,622,87,708,194
572.png,1280,720,face,460,252,534,312
573.png,660,525,player,122,27,345,525
573.png,660,525,player,352,43,650,517
573.png,660,525,b_ball,517,236,603,327
573.png,660,525,face,196,30,271,114
573.png,660,525,face,341,47,416,131
573.png,660,525,face,268,48,312,107
573.png,660,525,referee,262,40,338,401
574.png,1200,800,player,158,11,490,567
574.png,1200,800,player,462,1,794,556
574.png,1200,800,player,313,2,796,800
574.png,1200,800,player,792,137,1187,800
574.png,1200,800,face,191,67,332,335
574.png,1200,800,face,581,11,774,279
574.png,1200,800,face,895,155,1086,381
574.png,1200,800,b_ball,77,504,272,720
575.png,612,424,basket,293,111,325,140
576.png,500,333,basket,455,95,473,115
576.png,500,333,player,4,96,73,301
576.png,500,333,player,127,86,220,333
576.png,500,333,player,302,104,386,320
576.png,500,333,player,80,101,126,309
576.png,500,333,player,395,89,452,316
576.png,500,333,player,439,99,498,294
576.png,500,333,b_ball,59,166,73,184
576.png,500,333,b_ball,434,162,454,185
577.png,1158,1600,b_ball,506,72,622,188
577.png,1158,1600,player,116,194,534,1441
577.png,1158,1600,player,565,86,882,1484
578.png,992,621,b_ball,105,299,169,366
579.png,768,432,player,4,110,56,229
579.png,768,432,player,115,159,169,305
579.png,768,432,player,207,115,272,244
579.png,768,432,player,262,230,322,375
579.png,768,432,player,417,129,476,238
579.png,768,432,player,481,129,560,256
579.png,768,432,referee,339,391,388,432
580.png,1416,797,basket,583,31,691,203
580.png,1416,797,b_ball,693,27,786,126
580.png,1416,797,player,546,194,835,797
580.png,1416,797,face,923,575,975,639
580.png,1416,797,face,1066,566,1156,664
580.png,1416,797,face,1176,546,1252,615
581.png,1920,1080,b_ball,716,789,868,932
581.png,1920,1080,player,231,241,981,1028
581.png,1920,1080,face,827,238,964,428
581.png,1920,1080,player,998,92,1759,1080
583.png,1280,720,b_ball,291,76,368,160
583.png,1280,720,player,158,56,367,686
583.png,1280,720,player,738,56,944,679
584.png,650,650,basket,11,5,650,644
585.png,2040,1411,b_ball,54,844,188,988
585.png,2040,1411,basket,1185,1118,1436,1370
585.png,2040,1411,player,1471,133,1894,735
585.png,2040,1411,player,98,188,677,746
585.png,2040,1411,face,250,258,365,389
585.png,2040,1411,player,1035,670,1538,1065
586.png,1200,900,player,162,105,528,891
586.png,1200,900,player,528,114,894,900
586.png,1200,900,player,834,114,1200,900
586.png,1200,900,face,540,104,723,329
586.png,1200,900,face,1014,198,1197,423
586.png,1200,900,face,1,50,182,275
586.png,1200,900,player,914,156,1111,900
587.png,953,1390,basket,14,159,260,601
587.png,953,1390,player,171,611,499,1290
587.png,953,1390,player,625,606,953,1285
587.png,953,1390,player,488,879,648,1311
587.png,953,1390,b_ball,369,17,570,208
587.png,953,1390,face,499,883,663,1062
587.png,953,1390,face,634,616,798,795
587.png,953,1390,face,388,566,552,745
588.png,1500,1000,referee,382,55,800,994
588.png,1500,1000,player,727,72,1206,971
588.png,1500,1000,face,750,71,989,415
589.png,1800,1200,player,536,36,961,1134
589.png,1800,1200,player,990,38,1635,1139
589.png,1800,1200,face,1012,116,1188,338
589.png,1800,1200,face,645,39,817,256
589.png,1800,1200,b_ball,1325,462,1529,671
590.png,2000,1200,player,360,409,636,1015
590.png,2000,1200,player,770,362,1046,968
590.png,2000,1200,b_ball,828,250,912,354
590.png,2000,1200,basket,525,294,670,409
590.png,2000,1200,face,429,414,524,509
590.png,2000,1200,face,794,379,889,474
591.png,900,568,player,150,258,416,564
591.png,900,568,b_ball,242,134,386,280
591.png,900,568,basket,504,227,659,348
592.png,1280,854,player,423,88,738,841
592.png,1280,854,player,922,73,1237,826
592.png,1280,854,player,771,100,911,790
592.png,1280,854,face,564,113,726,309
592.png,1280,854,face,959,81,1121,277
592.png,1280,854,face,793,120,910,270
592.png,1280,854,b_ball,511,317,680,523
593.png,1024,683,player,192,250,261,361
593.png,1024,683,player,381,275,450,386
593.png,1024,683,player,363,373,432,484
593.png,1024,683,player,551,432,643,581
593.png,1024,683,player,674,362,766,511
593.png,1024,683,player,801,491,893,640
593.png,1024,683,player,970,228,1024,349
593.png,1024,683,player,784,190,876,339
593.png,1024,683,player,635,154,727,303
593.png,1024,683,player,471,138,563,287
593.png,1024,683,player,267,533,359,682
593.png,1024,683,player,157,318,249,467
593.png,1024,683,player,9,275,101,424
593.png,1024,683,player,1,512,92,661
593.png,1024,683,b_ball,132,407,166,444
593.png,1024,683,b_ball,172,303,201,335
593.png,1024,683,b_ball,444,223,478,260
593.png,1024,683,b_ball,605,250,631,276
593.png,1024,683,b_ball,216,657,250,683
593.png,1024,683,b_ball,498,511,530,542
593.png,1024,683,b_ball,332,429,363,465
593.png,1024,683,b_ball,756,606,795,645
593.png,1024,683,b_ball,939,314,976,347
593.png,1024,683,b_ball,649,449,675,475
593.png,1024,683,b_ball,752,270,778,296
593.png,1024,683,b_ball,569,355,599,385
593.png,1024,683,b_ball,489,376,523,408
593.png,1024,683,b_ball,1,366,17,402
593.png,1024,683,face,386,290,408,320
593.png,1024,683,face,154,325,180,354
593.png,1024,683,face,555,438,588,481
593.png,1024,683,face,362,376,384,406
593.png,1024,683,face,680,372,702,402
593.png,1024,683,face,585,295,621,328
593.png,1024,683,face,980,248,1002,278
593.png,1024,683,face,792,214,814,244
593.png,1024,683,face,628,195,654,221
593.png,1024,683,face,467,176,489,206
593.png,1024,683,face,195,255,217,285
593.png,1024,683,face,1,300,34,342
593.png,1024,683,face,263,570,296,612
593.png,1024,683,face,796,499,834,544
593.png,1024,683,face,498,281,546,330
593.png,1024,683,basket,881,37,932,98
594.png,719,376,b_ball,172,231,311,376
594.png,719,376,basket,66,21,314,229
595.png,1200,800,referee,73,261,206,656
595.png,1200,800,player,484,76,685,738
595.png,1200,800,player,726,53,927,715
595.png,1200,800,face,515,71,619,196
595.png,1200,800,face,780,76,884,201
595.png,1200,800,b_ball,354,243,474,379
595.png,1200,800,face,97,261,172,340
595.png,1200,800,basket,1086,213,1153,283
596.png,2000,1333,player,174,142,801,1333
596.png,2000,1333,face,259,149,518,523
596.png,2000,1333,b_ball,755,20,1134,379
597.png,285,285,basket,164,109,180,124
598.png,900,506,player,46,146,152,435
598.png,900,506,player,753,84,859,373
598.png,900,506,player,485,22,587,122
598.png,900,506,player,270,4,361,126
598.png,900,506,referee,372,380,455,506
598.png,900,506,face,79,149,135,201
598.png,900,506,face,544,33,600,85
598.png,900,506,face,481,19,537,71
598.png,900,506,face,282,6,338,58
599.png,400,300,player,144,4,233,291
599.png,400,300,player,311,1,400,287
599.png,400,300,player,262,159,333,295
599.png,400,300,face,272,160,312,218
599.png,400,300,face,166,1,206,58
599.png,400,300,face,330,1,400,66
601.png,1300,1065,player,1053,467,1228,700
602.png,1200,900,player,34,40,221,350
602.png,1200,900,player,28,494,215,804
602.png,1200,900,player,280,480,467,790
602.png,1200,900,player,502,480,689,790
602.png,1200,900,player,747,495,934,805
602.png,1200,900,player,998,487,1185,797
602.png,1200,900,player,986,42,1173,352
602.png,1200,900,player,733,41,920,351
602.png,1200,900,player,502,50,689,360
602.png,1200,900,player,264,49,451,359
602.png,1200,900,face,107,51,180,154
602.png,1200,900,face,68,487,141,590
602.png,1200,900,face,320,482,393,585
602.png,1200,900,face,559,479,632,582
602.png,1200,900,face,809,489,882,592
602.png,1200,900,face,1047,476,1120,579
602.png,1200,900,face,1043,35,1116,138
602.png,1200,900,face,812,40,885,143
602.png,1200,900,face,540,54,613,157
602.png,1200,900,face,331,53,404,156
603.png,1920,1080,player,1001,393,1076,715
603.png,1920,1080,player,1088,397,1173,699
603.png,1920,1080,player,919,298,1004,600
603.png,1920,1080,player,1387,440,1472,742
603.png,1920,1080,player,1299,474,1384,776
603.png,1920,1080,player,1203,402,1288,704
603.png,1920,1080,player,142,296,227,598
603.png,1920,1080,player,1148,325,1233,627
603.png,1920,1080,player,323,732,508,1055
603.png,1920,1080,basket,1224,209,1309,319
603.png,1920,1080,face,958,313,1008,369
603.png,1920,1080,face,123,307,173,363
603.png,1920,1080,player,1281,339,1387,470
603.png,1920,1080,referee,292,233,426,485
604.png,1280,960,player,360,347,713,923
604.png,1280,960,player,791,359,1144,935
604.png,1280,960,face,436,349,565,536
604.png,1280,960,b_ball,188,139,392,358
605.png,630,420,referee,140,6,491,408
605.png,630,420,b_ball,345,151,507,326
606.png,916,686,player,30,220,283,670
606.png,916,686,player,28,218,281,668
606.png,916,686,player,26,216,279,666
606.png,916,686,player,513,148,640,615
606.png,916,686,player,280,82,543,685
606.png,916,686,player,685,214,812,681
606.png,916,686,player,635,105,720,315
606.png,916,686,player,775,92,856,307
606.png,916,686,player,145,102,289,367
606.png,916,686,player,253,55,362,269
606.png,916,686,face,363,77,497,258
606.png,916,686,face,49,233,183,414
606.png,916,686,face,178,124,260,223
606.png,916,686,face,628,136,710,235
606.png,916,686,face,711,216,793,315
606.png,916,686,face,536,168,618,267
606.png,916,686,face,273,61,341,138
606.png,916,686,face,769,80,836,166
607.png,1200,800,player,175,25,514,729
607.png,1200,800,player,545,17,884,721
607.png,1200,800,b_ball,810,489,947,632
607.png,1200,800,face,652,70,767,215
607.png,1200,800,face,319,63,445,194
608.png,1000,600,player,31,238,122,451
608.png,1000,600,player,646,91,809,302
608.png,1000,600,player,602,342,701,583
608.png,1000,600,player,478,330,584,544
608.png,1000,600,player,291,310,461,514
608.png,1000,600,player,464,183,573,334
608.png,1000,600,player,153,35,316,242
608.png,1000,600,referee,717,426,850,600
608.png,1000,600,face,407,313,447,369
608.png,1000,600,face,79,236,119,292
608.png,1000,600,face,744,101,784,157
608.png,1000,600,face,539,326,579,382
608.png,1000,600,face,279,52,319,108
608.png,1000,600,face,530,184,572,231
608.png,1000,600,b_ball,441,367,473,406
609.png,1200,800,player,272,295,510,788
609.png,1200,800,player,569,306,807,800
609.png,1200,800,player,780,306,1018,800
609.png,1200,800,player,653,622,771,800
609.png,1200,800,b_ball,424,1,556,104
609.png,1200,800,face,618,325,703,440
609.png,1200,800,face,863,455,1004,575
610.png,800,1200,player,182,130,694,1175
610.png,800,1200,b_ball,148,169,412,411
611.png,1300,866,player,504,118,804,775
611.png,1300,866,player,830,91,1168,795
611.png,1300,866,b_ball,1040,349,1176,505
611.png,1300,866,basket,517,57,630,211
612.png,858,507,player,204,44,421,488
612.png,858,507,player,427,26,636,489
612.png,858,507,player,662,241,701,352
612.png,858,507,player,586,242,628,344
612.png,858,507,basket,755,224,780,252
612.png,858,507,b_ball,213,83,278,160
613.png,819,1024,player,154,194,457,816
613.png,819,1024,player,443,182,746,804
613.png,819,1024,b_ball,264,428,373,550
613.png,819,1024,face,356,208,453,336
613.png,819,1024,face,453,182,550,310
613.png,819,1024,basket,607,1,742,101
614.png,624,351,face,252,144,302,207
614.png,624,351,face,113,187,154,223
614.png,624,351,face,516,155,554,192
614.png,624,351,face,367,82,389,110
614.png,624,351,face,440,161,478,210
614.png,624,351,player,78,180,195,351
614.png,624,351,b_ball,220,1,305,82
614.png,624,351,player,194,2,345,351
614.png,624,351,player,304,64,396,201
614.png,624,351,player,402,161,478,343
614.png,624,351,player,479,153,557,317
614.png,624,351,basket,386,235,624,351
615.png,800,450,player,1,227,79,432
615.png,800,450,b_ball,368,51,403,84
615.png,800,450,player,733,213,800,427
615.png,800,450,face,34,229,69,261
615.png,800,450,player,253,234,365,450
615.png,800,450,face,736,220,777,255
615.png,800,450,player,363,235,435,449
615.png,800,450,face,389,160,416,189
615.png,800,450,face,420,222,441,249
615.png,800,450,referee,333,221,395,439
615.png,800,450,player,367,228,441,449
615.png,800,450,player,308,166,388,263
615.png,800,450,player,344,90,447,234
616.png,320,180,b_ball,213,62,247,91
616.png,320,180,face,172,10,195,44
616.png,320,180,player,147,6,289,180
616.png,320,180,player,25,1,147,176
617.png,340,340,b_ball,5,12,340,323
618.png,600,375,player,192,256,234,366
618.png,600,375,player,248,245,313,368
618.png,600,375,player,251,168,285,258
618.png,600,375,face,329,162,346,175
618.png,600,375,face,391,125,401,135
618.png,600,375,face,537,199,549,213
618.png,600,375,referee,431,246,481,334
618.png,600,375,player,312,162,352,255
618.png,600,375,player,569,201,597,293
618.png,600,375,b_ball,370,23,386,35
618.png,600,375,basket,406,103,426,127
618.png,600,375,player,408,161,443,254
618.png,600,375,player,522,197,573,287
618.png,600,375,player,384,155,414,243
618.png,600,375,player,364,153,405,236
618.png,600,375,referee,385,122,415,156
618.png,600,375,player,437,223,487,320
618.png,600,375,face,398,154,407,164
618.png,600,375,face,387,152,397,164
619.png,2000,1333,face,519,160,608,275
619.png,2000,1333,face,573,362,652,419
619.png,2000,1333,face,838,305,891,357
619.png,2000,1333,face,1189,190,1256,282
619.png,2000,1333,face,1298,156,1376,266
619.png,2000,1333,player,402,155,585,783
619.png,2000,1333,player,555,355,688,750
619.png,2000,1333,player,781,302,936,765
619.png,2000,1333,player,1086,146,1333,763
619.png,2000,1333,player,1281,147,1522,620
619.png,2000,1333,player,1581,422,1695,702
619.png,2000,1333,face,1606,433,1645,477
619.png,2000,1333,player,1313,466,1393,662
619.png,2000,1333,b_ball,289,689,518,943
619.png,2000,1333,basket,538,52,638,175
619.png,2000,1333,player,975,553,1629,1165
620.png,1200,675,b_ball,2,367,235,560
620.png,1200,675,player,49,21,922,675
620.png,1200,675,face,389,3,550,228
621.png,910,600,face,259,69,322,130
621.png,910,600,face,383,70,444,136
621.png,910,600,face,484,53,536,118
621.png,910,600,face,575,68,637,126
621.png,910,600,b_ball,336,133,396,195
621.png,910,600,b_ball,660,156,724,224
621.png,910,600,basket,176,82,234,142
621.png,910,600,player,202,64,359,289
621.png,910,600,player,332,72,474,278
621.png,910,600,player,461,52,567,265
621.png,910,600,player,522,52,736,264
621.png,910,600,b_ball,417,319,490,405
622.png,1400,1050,player,106,635,410,1019
622.png,1400,1050,face,169,631,244,698
622.png,1400,1050,player,781,637,1014,1050
622.png,1400,1050,face,907,544,978,613
622.png,1400,1050,player,423,306,707,795
622.png,1400,1050,basket,527,244,649,389
622.png,1400,1050,basket,525,242,647,387
622.png,1400,1050,player,901,531,1061,991
622.png,1400,1050,b_ball,668,180,760,250
623.png,1024,576,referee,214,99,263,213
623.png,1024,576,face,230,107,248,131
623.png,1024,576,player,217,215,268,335
623.png,1024,576,player,271,207,362,324
623.png,1024,576,b_ball,321,251,335,270
623.png,1024,576,player,488,139,561,274
623.png,1024,576,player,431,79,486,208
623.png,1024,576,referee,774,340,838,466
623.png,1024,576,player,735,184,809,311
623.png,1024,576,player,559,112,595,254
623.png,1024,576,player,674,167,735,305
623.png,1024,576,player,651,137,703,287
623.png,1024,576,face,754,182,778,205
623.png,1024,576,player,631,303,704,472
623.png,1024,576,face,652,269,676,297
624.png,1300,1050,player,64,106,442,845
624.png,1300,1050,face,196,95,321,220
624.png,1300,1050,b_ball,473,681,626,823
624.png,1300,1050,face,650,41,753,171
624.png,1300,1050,player,359,58,794,828
624.png,1300,1050,player,881,106,1263,919
624.png,1300,1050,player,622,226,1053,954
624.png,1300,1050,face,669,220,804,354
624.png,1300,1050,face,890,109,1042,259
625.png,680,382,basket,348,33,406,96
625.png,680,382,b_ball,330,134,364,173
625.png,680,382,player,274,134,375,373
626.png,758,449,face,45,144,74,185
626.png,758,449,face,109,146,138,187
626.png,758,449,face,175,122,204,163
626.png,758,449,face,247,112,276,153
626.png,758,449,face,318,111,347,152
626.png,758,449,face,467,120,496,161
626.png,758,449,face,545,120,574,161
626.png,758,449,face,607,149,636,190
626.png,758,449,face,678,160,707,201
626.png,758,449,face,516,208,545,249
626.png,758,449,face,446,216,475,257
626.png,758,449,face,377,214,406,255
626.png,758,449,face,283,220,312,261
626.png,758,449,face,207,212,236,253
626.png,758,449,face,121,203,150,244
626.png,758,449,player,144,98,234,220
626.png,758,449,player,220,117,310,239
626.png,758,449,player,223,115,313,237
626.png,758,449,player,291,111,381,233
626.png,758,449,player,369,114,459,236
626.png,758,449,player,437,125,527,247
626.png,758,449,player,510,122,600,244
626.png,758,449,player,420,209,505,441
626.png,758,449,player,345,207,430,439
626.png,758,449,player,257,204,342,436
626.png,758,449,player,178,206,263,438
626.png,758,449,player,95,206,180,438
626.png,758,449,player,495,206,580,438
626.png,758,449,basket,361,65,421,120
626.png,758,449,face,389,114,422,158
627.png,1296,1296,referee,103,15,1296,1296
627.png,1296,1296,face,710,228,986,593
628.png,1000,600,player,71,168,277,600
628.png,1000,600,player,246,77,400,557
628.png,1000,600,player,378,84,529,589
628.png,1000,600,player,525,194,717,600
628.png,1000,600,player,788,204,957,600
628.png,1000,600,basket,564,1,685,80
628.png,1000,600,b_ball,452,1,500,23
628.png,1000,600,face,311,88,364,146
628.png,1000,600,face,850,218,913,284
628.png,1000,600,face,490,166,518,197
629.png,2000,1414,b_ball,791,625,1217,958
630.png,640,360,b_ball,7,6,43,39
630.png,640,360,b_ball,141,6,177,39
630.png,640,360,b_ball,295,1,331,33
630.png,640,360,b_ball,415,1,451,33
630.png,640,360,b_ball,601,20,637,53
630.png,640,360,face,63,89,86,117
630.png,640,360,face,212,76,241,107
630.png,640,360,face,351,77,385,113
630.png,640,360,face,457,106,491,142
630.png,640,360,face,556,95,590,131
630.png,640,360,player,7,4,81,360
630.png,640,360,player,141,2,280,360
630.png,640,360,player,289,1,411,356
630.png,640,360,player,406,1,512,360
630.png,640,360,player,519,1,625,360
630.png,640,360,player,83,1,138,360
631.png,1920,1080,b_ball,510,55,847,333
631.png,1920,1080,face,865,98,1146,403
631.png,1920,1080,player,642,83,1316,1080
632.png,800,533,face,483,55,553,110
632.png,800,533,player,505,97,556,168
632.png,800,533,player,464,94,509,157
632.png,800,533,player,102,78,154,127
632.png,800,533,referee,1,93,230,533
632.png,800,533,face,217,21,421,223
632.png,800,533,referee,398,63,517,423
632.png,800,533,referee,489,93,607,533
632.png,800,533,referee,577,81,798,533
633.png,1200,675,player,79,104,158,211
633.png,1200,675,player,288,116,371,225
633.png,1200,675,player,818,122,923,236
633.png,1200,675,player,435,110,518,219
633.png,1200,675,player,1070,116,1142,222
633.png,1200,675,player,234,25,298,106
633.png,1200,675,player,299,1,370,64
633.png,1200,675,player,462,17,544,101
633.png,1200,675,player,686,18,768,102
633.png,1200,675,player,911,34,993,118
633.png,1200,675,player,742,1,813,48
633.png,1200,675,player,874,1,928,58
633.png,1200,675,player,440,1,494,42
633.png,1200,675,referee,72,69,235,642
633.png,1200,675,referee,251,142,465,661
633.png,1200,675,basket,490,140,767,674
633.png,1200,675,referee,772,102,942,675
633.png,1200,675,referee,951,117,1162,652
633.png,1200,675,referee,559,3,698,121
633.png,1200,675,referee,730,1,852,248
633.png,1200,675,referee,843,1,938,124
633.png,1200,675,face,640,362,733,466
634.png,1280,720,face,738,128,784,186
634.png,1280,720,player,506,168,586,230
634.png,1280,720,player,747,187,827,249
634.png,1280,720,referee,443,2,715,720
634.png,1280,720,referee,595,119,864,720
635.png,1400,1400,referee,1,8,417,1400
635.png,1400,1400,player,76,22,383,444
635.png,1400,1400,player,848,140,1183,644
635.png,1400,1400,referee,644,110,1400,1393
635.png,1400,1400,face,1186,776,1400,1175
636.png,1800,1200,player,658,87,808,301
636.png,1800,1200,player,1008,102,1164,318
636.png,1800,1200,referee,181,37,878,1127
636.png,1800,1200,referee,815,49,1512,1161
636.png,1800,1200,face,1291,652,1506,853
637.png,160,213,referee,84,150,127,209
637.png,160,213,basket,1,147,24,213
637.png,160,213,referee,37,100,56,166
637.png,160,213,referee,29,93,54,128
637.png,160,213,referee,61,98,91,163
637.png,160,213,b_ball,87,59,108,85
638.png,450,531,basket,1,2,450,531
638.png,450,531,player,131,1,266,161
638.png,450,531,face,279,346,412,493
639.png,1143,1920,referee,247,37,928,1843
639.png,1143,1920,player,478,339,670,549
639.png,1143,1920,face,364,62,578,285
640.png,800,533,basket,147,1,582,533
640.png,800,533,face,409,179,584,345
641.png,300,400,player,87,24,180,141
641.png,300,400,referee,37,25,283,400
642.png,410,280,referee,2,1,310,260
642.png,410,280,player,54,1,177,126
642.png,410,280,face,156,104,305,246
643.png,480,270,referee,97,1,390,270
643.png,480,270,player,192,4,274,83
644.png,1280,720,referee,669,51,1197,720
644.png,1280,720,referee,31,44,642,715
644.png,1280,720,face,1045,343,1193,487
644.png,1280,720,player,920,49,1022,201
644.png,1280,720,player,369,45,482,213
645.png,700,350,player,3,47,60,118
645.png,700,350,player,109,98,187,185
645.png,700,350,referee,1,46,59,350
645.png,700,350,referee,62,30,209,350
645.png,700,350,referee,63,96,189,349
645.png,700,350,referee,395,49,516,298
645.png,700,350,referee,506,63,619,332
645.png,700,350,referee,587,65,680,340
646.png,735,822,referee,26,34,735,821
646.png,735,822,player,254,61,377,207
646.png,735,822,face,35,311,176,444
647.png,400,300,face,39,194,100,260
647.png,400,300,referee,70,17,363,300
647.png,400,300,player,92,30,149,97
648.png,751,450,player,290,270,329,327
648.png,751,450,player,159,289,205,345
648.png,751,450,player,44,292,90,348
648.png,751,450,player,45,166,91,222
648.png,751,450,player,186,128,232,184
648.png,751,450,player,120,91,166,147
648.png,751,450,player,263,35,309,91
648.png,751,450,player,39,8,85,64
648.png,751,450,referee,205,204,379,450
648.png,751,450,referee,1,257,126,450
648.png,751,450,referee,128,242,223,450
648.png,751,450,referee,246,39,375,258
648.png,751,450,referee,5,6,126,176
648.png,751,450,referee,79,79,195,173
648.png,751,450,referee,171,129,254,298
648.png,751,450,face,211,212,267,270
648.png,751,450,face,132,159,188,217
648.png,751,450,face,321,53,377,111
648.png,751,450,face,199,38,255,96
648.png,751,450,face,129,1,185,58
648.png,751,450,face,31,216,87,274
648.png,751,450,face,1,66,38,113
649.png,1672,1254,referee,786,708,809,767
649.png,1672,1254,referee,816,693,839,752
649.png,1672,1254,referee,782,652,805,711
649.png,1672,1254,referee,871,643,894,702
649.png,1672,1254,referee,826,637,849,696
649.png,1672,1254,referee,926,656,949,715
649.png,1672,1254,referee,949,657,972,716
649.png,1672,1254,referee,923,631,944,673
649.png,1672,1254,referee,928,590,949,632
649.png,1672,1254,basket,671,669,690,719
649.png,1672,1254,basket,1088,643,1107,693
650.png,849,1200,face,300,645,552,879
651.png,4294,2415,referee,1691,7,3102,1710
651.png,4294,2415,face,1677,518,1965,838
651.png,4294,2415,player,1968,95,2294,404
652.png,170,247,referee,62,47,107,209
652.png,170,247,referee,1,52,35,181
652.png,170,247,referee,48,48,78,132
652.png,170,247,face,84,110,108,134
652.png,170,247,player,1,54,13,75
652.png,170,247,player,79,49,94,69
652.png,170,247,player,61,50,75,66
653.png,802,1200,face,279,97,379,201
653.png,802,1200,referee,325,190,621,824
653.png,802,1200,player,344,227,446,340
653.png,802,1200,referee,123,435,396,1200
653.png,802,1200,referee,716,404,802,1174
653.png,802,1200,player,766,465,802,548
654.png,600,299,basket,284,5,600,297
